Geneid,SC2,SC2yuan,SC3,SC3yuan
ENSMUSG00000108633,0,0,0,1
ENSMUSG00000097415,1633,60,1704,88
ENSMUSG00000097116,0,0,0,0
ENSMUSG00000055652,593,121,550,138
ENSMUSG00000108495,0,0,0,0
ENSMUSG00000118774,0,0,0,0
ENSMUSG00000108467,0,0,0,0
ENSMUSG00000119113,0,0,0,0
ENSMUSG00000025754,0,0,0,0
ENSMUSG00000098009,114,55,124,70
ENSMUSG00000108514,0,0,0,0
ENSMUSG00000108771,0,0,0,0
ENSMUSG00000108611,0,0,0,0
ENSMUSG00000108324,0,0,0,0
ENSMUSG00000064940,0,0,0,0
ENSMUSG00000059146,0,10,0,18
ENSMUSG00000108630,0,0,0,0
ENSMUSG00000108788,0,0,0,0
ENSMUSG00000108390,0,0,0,0
ENSMUSG00000052629,0,0,0,0
ENSMUSG00000030612,300,117,337,117
ENSMUSG00000108536,7,2,2,0
ENSMUSG00000030611,300,80,276,66
ENSMUSG00000108603,1,0,6,0
ENSMUSG00000030610,254,55,255,66
ENSMUSG00000108791,2,0,0,0
ENSMUSG00000108385,0,0,0,0
ENSMUSG00000065609,0,0,0,0
ENSMUSG00000030609,1577,194,1816,202
ENSMUSG00000039236,248,86,247,83
ENSMUSG00000108670,1,0,3,0
ENSMUSG00000097441,0,2,0,0
ENSMUSG00000030607,0,110,0,100
ENSMUSG00000030606,2,0,1,1
ENSMUSG00000030605,3800,678,4081,738
ENSMUSG00000108387,0,0,0,0
ENSMUSG00000039202,1250,610,1267,729
ENSMUSG00000108521,3,0,4,0
ENSMUSG00000108460,0,0,1,0
ENSMUSG00000039194,1,0,2,0
ENSMUSG00000039187,519,53,497,69
ENSMUSG00000082400,0,9,0,20
ENSMUSG00000039176,1084,646,1122,699
ENSMUSG00000108599,0,0,0,0
ENSMUSG00000097023,0,1,0,2
ENSMUSG00000093238,0,0,0,0
ENSMUSG00000102995,0,0,0,0
ENSMUSG00000103663,0,0,0,0
ENSMUSG00000103831,0,0,0,1
ENSMUSG00000108616,0,0,0,0
ENSMUSG00000108373,0,0,0,0
ENSMUSG00000108776,0,0,0,0
ENSMUSG00000030549,0,0,0,0
ENSMUSG00000108318,0,0,0,0
ENSMUSG00000046591,805,41,770,57
ENSMUSG00000050382,236,264,280,282
ENSMUSG00000039133,4,0,0,0
ENSMUSG00000030546,3,3,1,0
ENSMUSG00000030545,181,14,178,12
ENSMUSG00000108425,15,1,31,1
ENSMUSG00000039099,4,2,6,0
ENSMUSG00000108506,197,197,217,227
ENSMUSG00000030544,0,0,0,0
ENSMUSG00000030543,0,0,4,0
ENSMUSG00000039062,438,8,495,23
ENSMUSG00000108476,0,0,0,0
ENSMUSG00000063801,705,270,738,320
ENSMUSG00000097685,2,0,0,0
ENSMUSG00000097699,6,0,10,0
ENSMUSG00000108350,17,0,21,4
ENSMUSG00000039043,73,120,89,152
ENSMUSG00000048897,2241,503,2145,533
ENSMUSG00000108365,15,0,10,2
ENSMUSG00000108714,17,1,7,1
ENSMUSG00000108655,23,9,28,8
ENSMUSG00000030541,2803,1423,2866,1629
ENSMUSG00000108494,6,0,4,0
ENSMUSG00000108757,0,0,0,0
ENSMUSG00000030539,567,483,576,601
ENSMUSG00000108389,1,0,2,0
ENSMUSG00000030538,557,435,605,529
ENSMUSG00000050973,224,16,194,13
ENSMUSG00000082954,1,0,0,1
ENSMUSG00000045467,2,89,5,107
ENSMUSG00000047084,442,126,417,173
ENSMUSG00000030534,454,190,459,190
ENSMUSG00000038930,294,22,311,21
ENSMUSG00000038943,1596,180,1481,185
ENSMUSG00000030533,1106,682,1124,795
ENSMUSG00000030532,251,143,243,153
ENSMUSG00000038886,6337,956,6647,1056
ENSMUSG00000053158,682,46,646,52
ENSMUSG00000030530,3331,3153,3603,3700
ENSMUSG00000108436,13,2,18,2
ENSMUSG00000081664,11,89,6,91
ENSMUSG00000030528,1214,116,1180,138
ENSMUSG00000091989,135,96,164,90
ENSMUSG00000030527,573,209,581,201
ENSMUSG00000108643,0,0,3,0
ENSMUSG00000084821,2,0,4,0
ENSMUSG00000030536,15207,2169,14194,2579
ENSMUSG00000108321,7,0,12,1
ENSMUSG00000038797,63,20,88,26
ENSMUSG00000025722,499,81,418,107
ENSMUSG00000025723,9,2,11,3
ENSMUSG00000025724,876,1157,804,1467
ENSMUSG00000081372,1,0,1,0
ENSMUSG00000109390,21,0,18,0
ENSMUSG00000109367,0,0,1,0
ENSMUSG00000109008,1,0,2,5
ENSMUSG00000005621,863,422,828,520
ENSMUSG00000109302,3,0,0,0
ENSMUSG00000038763,3,0,6,1
ENSMUSG00000085194,0,0,0,0
ENSMUSG00000025726,1,0,0,0
ENSMUSG00000083820,11,345,12,485
ENSMUSG00000109323,1,0,0,0
ENSMUSG00000025584,461,379,411,470
ENSMUSG00000083774,91,170,106,151
ENSMUSG00000061787,554,52,647,54
ENSMUSG00000025586,17,13,17,16
ENSMUSG00000081747,0,36,0,33
ENSMUSG00000109401,0,0,0,0
ENSMUSG00000062444,2,1,1,0
ENSMUSG00000061877,0,0,0,0
ENSMUSG00000097277,49,4,59,5
ENSMUSG00000104618,0,0,0,0
ENSMUSG00000104453,15,0,18,0
ENSMUSG00000038663,21,0,54,0
ENSMUSG00000045795,570,82,491,89
ENSMUSG00000109428,4,0,8,0
ENSMUSG00000025813,0,1,0,4
ENSMUSG00000109194,0,0,0,0
ENSMUSG00000119008,0,0,0,0
ENSMUSG00000109519,0,0,0,0
ENSMUSG00000038646,174,34,175,33
ENSMUSG00000025102,252,34,252,45
ENSMUSG00000109485,4,0,8,0
ENSMUSG00000109427,0,0,1,0
ENSMUSG00000025103,1524,450,1523,672
ENSMUSG00000066378,0,0,2,0
ENSMUSG00000038623,2934,77,2662,85
ENSMUSG00000109110,12,0,6,0
ENSMUSG00000109243,69,0,90,6
ENSMUSG00000025104,232,195,200,210
ENSMUSG00000109090,1,0,0,0
ENSMUSG00000025105,0,1,0,0
ENSMUSG00000052779,0,0,0,0
ENSMUSG00000109145,0,0,0,0
ENSMUSG00000108987,2,0,0,0
ENSMUSG00000108868,0,0,0,0
ENSMUSG00000108845,0,0,0,0
ENSMUSG00000109140,0,0,0,0
ENSMUSG00000030638,26,128,35,158
ENSMUSG00000070469,0,123,0,113
ENSMUSG00000109479,0,1,0,0
ENSMUSG00000038570,2,4,5,4
ENSMUSG00000038563,771,191,687,198
ENSMUSG00000108855,2,0,0,0
ENSMUSG00000108991,2,0,2,0
ENSMUSG00000108984,2,1,3,0
ENSMUSG00000086690,0,0,3,1
ENSMUSG00000030636,2,0,0,0
ENSMUSG00000109383,5,0,1,7
ENSMUSG00000057706,13,1001,15,1162
ENSMUSG00000109106,0,0,0,0
ENSMUSG00000109541,0,0,0,1
ENSMUSG00000077149,0,0,0,0
ENSMUSG00000053528,0,0,0,0
ENSMUSG00000108861,0,0,0,0
ENSMUSG00000109335,0,0,0,0
ENSMUSG00000109506,0,0,0,0
ENSMUSG00000109013,0,0,0,0
ENSMUSG00000108831,1,4,0,4
ENSMUSG00000109042,0,0,0,0
ENSMUSG00000094841,0,0,0,0
ENSMUSG00000038540,119,0,110,1
ENSMUSG00000087088,43,1,32,0
ENSMUSG00000046027,584,40,614,39
ENSMUSG00000108825,36,4,40,0
ENSMUSG00000001741,1072,8,947,15
ENSMUSG00000085080,5,0,7,0
ENSMUSG00000109290,5,6,3,11
ENSMUSG00000063902,5170,3589,4670,4444
ENSMUSG00000011154,1,0,0,0
ENSMUSG00000109248,0,0,0,0
ENSMUSG00000109450,0,0,0,0
ENSMUSG00000109163,0,17,0,20
ENSMUSG00000109552,0,0,0,0
ENSMUSG00000109452,0,0,0,0
ENSMUSG00000070462,1146,727,1180,947
ENSMUSG00000038503,712,114,709,182
ENSMUSG00000108878,5,0,12,1
ENSMUSG00000052353,0,45,0,69
ENSMUSG00000038459,1249,315,1162,461
ENSMUSG00000097016,3,0,2,0
ENSMUSG00000092743,0,0,0,0
ENSMUSG00000109381,0,0,0,0
ENSMUSG00000109091,0,0,0,0
ENSMUSG00000015709,6,129,3,231
ENSMUSG00000119308,0,0,0,2
ENSMUSG00000109341,0,0,0,0
ENSMUSG00000108864,0,0,0,0
ENSMUSG00000109347,0,0,0,0
ENSMUSG00000097789,3,0,0,1
ENSMUSG00000109422,0,0,0,0
ENSMUSG00000109513,0,0,0,0
ENSMUSG00000030630,107,44,123,71
ENSMUSG00000030629,1108,1188,996,1533
ENSMUSG00000085236,1,0,0,0
ENSMUSG00000092429,0,121,0,115
ENSMUSG00000092217,0,0,0,0
ENSMUSG00000068629,5,3,0,3
ENSMUSG00000070460,0,0,0,0
ENSMUSG00000092425,0,11,0,13
ENSMUSG00000070459,0,0,0,3
ENSMUSG00000116179,0,0,0,0
ENSMUSG00000092214,0,0,0,0
ENSMUSG00000066372,0,0,0,0
ENSMUSG00000094950,0,3,0,1
ENSMUSG00000092530,0,0,0,0
ENSMUSG00000092422,0,0,0,0
ENSMUSG00000092621,0,0,0,0
ENSMUSG00000092211,0,0,0,0
ENSMUSG00000092199,0,0,0,0
ENSMUSG00000095664,0,0,0,0
ENSMUSG00000092259,0,0,0,0
ENSMUSG00000096861,0,0,0,0
ENSMUSG00000092562,0,0,0,0
ENSMUSG00000092313,0,0,0,0
ENSMUSG00000090773,0,0,0,0
ENSMUSG00000091006,0,0,0,0
ENSMUSG00000092256,0,0,0,0
ENSMUSG00000108857,0,0,0,0
ENSMUSG00000092431,0,0,0,0
ENSMUSG00000092467,0,0,0,0
ENSMUSG00000090806,0,0,0,0
ENSMUSG00000091205,0,0,0,0
ENSMUSG00000092533,0,0,0,0
ENSMUSG00000092567,0,0,0,0
ENSMUSG00000051877,0,0,0,0
ENSMUSG00000092426,0,0,0,0
ENSMUSG00000092410,0,0,0,0
ENSMUSG00000092179,0,0,0,0
ENSMUSG00000092307,0,0,0,0
ENSMUSG00000092287,0,0,0,0
ENSMUSG00000070458,0,0,0,0
ENSMUSG00000092440,0,0,0,0
ENSMUSG00000090774,0,0,0,0
ENSMUSG00000092263,0,0,0,0
ENSMUSG00000092529,0,0,0,0
ENSMUSG00000092608,0,0,0,0
ENSMUSG00000092330,0,0,0,0
ENSMUSG00000092357,0,0,0,0
ENSMUSG00000092532,0,0,0,0
ENSMUSG00000090436,0,0,0,0
ENSMUSG00000092587,0,0,0,0
ENSMUSG00000092419,0,0,0,0
ENSMUSG00000091239,0,0,0,0
ENSMUSG00000057540,0,0,0,0
ENSMUSG00000092197,0,0,0,0
ENSMUSG00000054054,0,0,0,0
ENSMUSG00000054498,0,0,0,0
ENSMUSG00000055610,0,0,0,0
ENSMUSG00000092388,0,0,0,0
ENSMUSG00000055571,0,0,0,0
ENSMUSG00000062426,0,0,0,0
ENSMUSG00000039608,0,0,0,0
ENSMUSG00000110039,0,0,0,0
ENSMUSG00000061549,0,0,0,0
ENSMUSG00000092401,0,0,0,0
ENSMUSG00000020168,0,0,0,0
ENSMUSG00000062878,0,0,0,0
ENSMUSG00000057067,0,0,0,0
ENSMUSG00000092293,0,0,0,0
ENSMUSG00000092372,0,0,0,0
ENSMUSG00000059319,0,0,0,0
ENSMUSG00000062042,0,0,0,0
ENSMUSG00000063394,0,0,0,0
ENSMUSG00000060688,0,0,0,0
ENSMUSG00000001773,0,11,0,21
ENSMUSG00000090949,0,0,0,0
ENSMUSG00000092195,0,0,0,0
ENSMUSG00000092376,0,9,0,13
ENSMUSG00000091962,0,0,0,0
ENSMUSG00000090362,0,0,0,0
ENSMUSG00000109334,0,0,0,0
ENSMUSG00000108816,0,0,0,0
ENSMUSG00000030562,0,71,0,75
ENSMUSG00000004651,0,0,0,0
ENSMUSG00000119165,0,0,0,0
ENSMUSG00000049583,0,0,0,0
ENSMUSG00000108983,0,0,0,0
ENSMUSG00000108893,0,0,0,0
ENSMUSG00000109461,0,0,0,0
ENSMUSG00000108890,0,0,0,0
ENSMUSG00000087947,0,0,0,0
ENSMUSG00000108993,0,0,0,0
ENSMUSG00000030560,1214,245,1271,278
ENSMUSG00000109244,26,1,20,1
ENSMUSG00000077693,0,0,0,0
ENSMUSG00000030559,0,118,0,149
ENSMUSG00000080748,0,0,0,0
ENSMUSG00000069972,1936,113,1873,132
ENSMUSG00000098174,0,0,0,0
ENSMUSG00000109135,0,674,0,860
ENSMUSG00000109278,0,0,0,0
ENSMUSG00000039428,888,164,809,134
ENSMUSG00000109576,2,0,1,1
ENSMUSG00000109327,0,0,0,0
ENSMUSG00000109199,0,0,0,0
ENSMUSG00000049791,5,7,3,9
ENSMUSG00000109311,0,0,0,0
ENSMUSG00000039405,0,231,0,323
ENSMUSG00000030623,0,0,0,0
ENSMUSG00000108875,0,0,0,0
ENSMUSG00000098019,2,1,0,6
ENSMUSG00000092071,0,0,0,0
ENSMUSG00000030621,0,12,0,7
ENSMUSG00000089938,0,0,0,0
ENSMUSG00000109150,0,0,0,0
ENSMUSG00000039391,0,0,0,0
ENSMUSG00000062797,817,376,748,423
ENSMUSG00000030619,938,267,862,463
ENSMUSG00000109038,12,0,18,1
ENSMUSG00000097585,8,1,15,0
ENSMUSG00000109245,1,0,0,0
ENSMUSG00000108897,2,0,5,0
ENSMUSG00000062235,0,184,0,146
ENSMUSG00000097162,16,13,8,4
ENSMUSG00000039361,4496,2263,3832,2981
ENSMUSG00000109429,43,0,38,1
ENSMUSG00000109498,28,4,36,0
ENSMUSG00000109005,96,5,104,5
ENSMUSG00000109279,22,0,16,1
ENSMUSG00000030617,0,0,0,0
ENSMUSG00000030616,2,205,2,254
ENSMUSG00000044362,0,2,0,1
ENSMUSG00000051451,739,700,584,834
ENSMUSG00000030615,329,61,301,114
ENSMUSG00000109216,0,0,1,1
ENSMUSG00000030614,247,15,225,12
ENSMUSG00000052572,0,0,0,0
ENSMUSG00000119834,0,0,0,0
ENSMUSG00000109074,0,0,1,0
ENSMUSG00000109242,0,0,0,0
ENSMUSG00000109431,0,0,0,0
ENSMUSG00000109125,0,0,0,0
ENSMUSG00000109562,0,0,0,0
ENSMUSG00000108956,0,0,0,0
ENSMUSG00000109239,0,0,0,0
ENSMUSG00000108819,0,0,0,0
ENSMUSG00000109387,0,0,0,0
ENSMUSG00000089271,0,0,0,0
ENSMUSG00000109353,0,0,0,0
ENSMUSG00000108920,0,0,0,0
ENSMUSG00000109320,0,0,0,0
ENSMUSG00000109370,0,0,0,0
ENSMUSG00000109217,0,0,0,0
ENSMUSG00000109505,0,0,0,0
ENSMUSG00000109044,0,0,0,0
ENSMUSG00000109256,0,0,0,0
ENSMUSG00000064403,0,0,0,0
ENSMUSG00000109037,0,0,0,0
ENSMUSG00000109481,0,0,0,0
ENSMUSG00000108953,0,0,0,0
ENSMUSG00000109191,0,0,0,0
ENSMUSG00000108826,0,0,0,0
ENSMUSG00000109382,0,0,0,0
ENSMUSG00000109574,0,0,0,0
ENSMUSG00000109031,0,0,0,0
ENSMUSG00000030613,178,98,195,134
ENSMUSG00000041343,25,20,24,25
ENSMUSG00000103887,7,0,11,2
ENSMUSG00000098066,19,0,13,0
ENSMUSG00000102555,22,8,36,3
ENSMUSG00000041328,972,813,906,959
ENSMUSG00000109395,0,0,0,0
ENSMUSG00000098041,1,5,9,13
ENSMUSG00000074024,33,8,25,6
ENSMUSG00000030643,41,114,34,141
ENSMUSG00000109257,0,0,3,0
ENSMUSG00000030641,498,33,469,56
ENSMUSG00000061119,612,140,594,164
ENSMUSG00000109268,1,3,2,0
ENSMUSG00000108994,0,0,0,0
ENSMUSG00000097644,1,30,0,40
ENSMUSG00000054061,0,0,0,0
ENSMUSG00000051515,0,5,0,5
ENSMUSG00000088877,0,0,0,0
ENSMUSG00000109196,0,0,0,0
ENSMUSG00000087412,8164,496,8162,563
ENSMUSG00000109175,0,0,0,0
ENSMUSG00000109315,0,0,0,0
ENSMUSG00000109195,0,0,0,0
ENSMUSG00000109077,0,4,0,8
ENSMUSG00000109226,0,0,0,0
ENSMUSG00000109440,0,6,0,5
ENSMUSG00000118493,0,0,0,0
ENSMUSG00000108532,0,0,0,0
ENSMUSG00000096033,0,2,0,0
ENSMUSG00000108315,0,0,0,0
ENSMUSG00000108516,0,0,0,3
ENSMUSG00000108433,0,0,0,0
ENSMUSG00000119638,0,0,0,0
ENSMUSG00000108786,1,74,0,74
ENSMUSG00000108429,0,0,0,0
ENSMUSG00000118854,0,0,0,0
ENSMUSG00000108628,2,20,0,15
ENSMUSG00000048078,0,0,0,8
ENSMUSG00000108528,41,35,34,72
ENSMUSG00000076143,0,0,0,0
ENSMUSG00000099030,0,0,0,0
ENSMUSG00000085751,0,0,0,0
ENSMUSG00000082780,0,0,0,0
ENSMUSG00000085792,0,0,0,0
ENSMUSG00000053049,0,0,0,0
ENSMUSG00000085443,0,0,0,0
ENSMUSG00000108635,0,0,0,0
ENSMUSG00000085560,3,0,1,0
ENSMUSG00000087980,0,0,0,0
ENSMUSG00000018995,499,146,432,140
ENSMUSG00000004508,689,214,826,364
ENSMUSG00000035713,280,87,344,150
ENSMUSG00000044952,99,25,74,18
ENSMUSG00000035704,396,66,349,98
ENSMUSG00000030647,904,145,914,109
ENSMUSG00000083974,0,0,0,0
ENSMUSG00000035686,6,0,7,0
ENSMUSG00000051727,4,1,3,3
ENSMUSG00000025133,841,581,819,658
ENSMUSG00000065360,2,0,1,0
ENSMUSG00000035642,84,27,65,52
ENSMUSG00000035623,1132,686,1054,832
ENSMUSG00000108405,4,2,2,3
ENSMUSG00000108442,3,670,4,758
ENSMUSG00000086433,0,0,0,0
ENSMUSG00000086993,2,0,6,0
ENSMUSG00000108547,3,0,0,0
ENSMUSG00000025439,1833,194,1728,220
ENSMUSG00000042797,244,14,230,5
ENSMUSG00000030774,1896,1031,1772,1494
ENSMUSG00000108424,0,0,0,0
ENSMUSG00000035582,0,2,0,0
ENSMUSG00000030761,3844,178,3642,170
ENSMUSG00000035547,571,1342,617,1756
ENSMUSG00000074006,6,0,3,5
ENSMUSG00000097749,3,0,3,0
ENSMUSG00000074004,5,3,12,0
ENSMUSG00000030760,394,161,415,129
ENSMUSG00000049580,82,409,82,511
ENSMUSG00000108449,1,0,0,0
ENSMUSG00000108346,0,0,0,0
ENSMUSG00000074003,0,0,0,0
ENSMUSG00000108764,0,10,1,13
ENSMUSG00000108508,0,7,0,6
ENSMUSG00000090958,7,47,6,56
ENSMUSG00000065803,0,0,0,0
ENSMUSG00000055446,0,0,0,0
ENSMUSG00000035401,1083,374,976,467
ENSMUSG00000109101,0,0,0,0
ENSMUSG00000086477,52,2,68,1
ENSMUSG00000030753,849,331,733,368
ENSMUSG00000109149,1,0,0,0
ENSMUSG00000108988,0,0,0,0
ENSMUSG00000015957,0,2,0,9
ENSMUSG00000091496,0,0,0,0
ENSMUSG00000035354,2305,212,2254,225
ENSMUSG00000109282,19,0,20,1
ENSMUSG00000109130,5,0,1,0
ENSMUSG00000089501,2,0,1,0
ENSMUSG00000109492,4,0,0,0
ENSMUSG00000109073,1,0,0,0
ENSMUSG00000109468,0,3,1,1
ENSMUSG00000030747,61,73,64,89
ENSMUSG00000109052,0,0,0,0
ENSMUSG00000052396,0,1,1,0
ENSMUSG00000109472,100,201,100,227
ENSMUSG00000097015,0,0,0,0
ENSMUSG00000055407,2,604,0,670
ENSMUSG00000109460,0,0,0,1
ENSMUSG00000070436,5,12230,1,12772
ENSMUSG00000035314,801,751,957,848
ENSMUSG00000035298,15,15,17,25
ENSMUSG00000030744,16788,5100,16383,5669
ENSMUSG00000064966,0,0,0,0
ENSMUSG00000065822,2,7,0,2
ENSMUSG00000018909,3247,729,3204,909
ENSMUSG00000065571,0,0,0,0
ENSMUSG00000108850,2,2,4,0
ENSMUSG00000096606,0,0,0,0
ENSMUSG00000097974,2,0,0,0
ENSMUSG00000065698,0,0,0,0
ENSMUSG00000030737,7,0,3,0
ENSMUSG00000085095,0,0,0,0
ENSMUSG00000109559,0,0,0,0
ENSMUSG00000108965,0,0,0,0
ENSMUSG00000073998,0,0,0,0
ENSMUSG00000109275,0,0,0,0
ENSMUSG00000073997,0,0,0,0
ENSMUSG00000053360,0,0,0,0
ENSMUSG00000035239,130,3,130,5
ENSMUSG00000035227,1049,860,924,1235
ENSMUSG00000035211,46,8,54,8
ENSMUSG00000109002,0,0,3,0
ENSMUSG00000108985,0,0,0,0
ENSMUSG00000058761,1293,151,1239,196
ENSMUSG00000108823,10,119,9,155
ENSMUSG00000109384,0,1,0,0
ENSMUSG00000030732,4,16,0,14
ENSMUSG00000030726,749,132,755,169
ENSMUSG00000030725,98,36,106,27
ENSMUSG00000109186,0,6,1,0
ENSMUSG00000035165,17,4,10,1
ENSMUSG00000109435,1,27,4,24
ENSMUSG00000030729,786,129,671,158
ENSMUSG00000089987,1,0,3,0
ENSMUSG00000051048,1,525,1,587
ENSMUSG00000030718,1108,755,1121,861
ENSMUSG00000047248,779,289,694,312
ENSMUSG00000109046,0,0,1,0
ENSMUSG00000099137,15,2,13,2
ENSMUSG00000102241,1,0,4,1
ENSMUSG00000032942,0,0,1,0
ENSMUSG00000033685,17987,3084,17459,4036
ENSMUSG00000030708,5,37,15,34
ENSMUSG00000109560,0,0,2,0
ENSMUSG00000044881,120,18,133,30
ENSMUSG00000109123,0,0,0,0
ENSMUSG00000030706,144,32,143,34
ENSMUSG00000108990,0,0,0,0
ENSMUSG00000081359,40,48,11,52
ENSMUSG00000030704,1625,1874,1574,2321
ENSMUSG00000082210,3,15,3,21
ENSMUSG00000030701,9,782,4,1006
ENSMUSG00000108866,41,2,27,3
ENSMUSG00000029461,1736,854,1669,1202
ENSMUSG00000109035,0,0,2,0
ENSMUSG00000097388,6,13,2,4
ENSMUSG00000109109,2,1,1,0
ENSMUSG00000008318,226,99,276,128
ENSMUSG00000032875,24,1238,11,1522
ENSMUSG00000093296,0,0,0,0
ENSMUSG00000048779,885,42,848,32
ENSMUSG00000109132,4,0,2,0
ENSMUSG00000032860,285,15,322,20
ENSMUSG00000108895,2,3,4,8
ENSMUSG00000109171,3,92,4,89
ENSMUSG00000030691,550,111,554,131
ENSMUSG00000083121,11,23,8,27
ENSMUSG00000111425,0,5,3,2
ENSMUSG00000047767,452,109,457,163
ENSMUSG00000030688,915,106,891,176
ENSMUSG00000092364,0,0,2,1
ENSMUSG00000110099,0,0,3,0
ENSMUSG00000110239,1,0,4,0
ENSMUSG00000032812,3838,832,4094,878
ENSMUSG00000109656,0,0,8,2
ENSMUSG00000030653,3,0,2,0
ENSMUSG00000110195,2,0,2,0
ENSMUSG00000065446,0,0,0,0
ENSMUSG00000110301,2,0,0,0
ENSMUSG00000092517,2,1,3,0
ENSMUSG00000067121,703,386,768,506
ENSMUSG00000030651,2,0,1,0
ENSMUSG00000001829,1665,313,1812,305
ENSMUSG00000110360,5,375,10,501
ENSMUSG00000007946,0,1,0,0
ENSMUSG00000032737,3191,2261,3252,2535
ENSMUSG00000073985,29,0,35,1
ENSMUSG00000032725,3,0,5,0
ENSMUSG00000110295,0,0,0,0
ENSMUSG00000001827,8,0,9,0
ENSMUSG00000030649,113,32,112,53
ENSMUSG00000078630,9,0,5,0
ENSMUSG00000030842,788,576,815,671
ENSMUSG00000064307,53,10,44,12
ENSMUSG00000066306,4449,2108,4455,2482
ENSMUSG00000110150,3,5,0,5
ENSMUSG00000109872,0,0,1,0
ENSMUSG00000110287,1,0,1,0
ENSMUSG00000070427,58,14,46,12
ENSMUSG00000070426,243,208,263,237
ENSMUSG00000099481,168,3,158,9
ENSMUSG00000070425,0,0,0,0
ENSMUSG00000100254,0,0,0,0
ENSMUSG00000070424,18,1,6,0
ENSMUSG00000030996,1,0,0,0
ENSMUSG00000066279,0,0,0,0
ENSMUSG00000063550,2442,1273,2334,1519
ENSMUSG00000030990,1029,130,1066,146
ENSMUSG00000111339,0,0,0,0
ENSMUSG00000073982,1366,651,1345,750
ENSMUSG00000030987,954,744,1031,781
ENSMUSG00000110175,0,40,2,47
ENSMUSG00000030978,4518,684,3922,929
ENSMUSG00000109940,5,1,7,0
ENSMUSG00000044814,1,0,3,0
ENSMUSG00000043925,0,0,0,0
ENSMUSG00000044824,2,0,1,0
ENSMUSG00000109822,1,53,1,60
ENSMUSG00000109906,0,0,0,0
ENSMUSG00000073979,0,0,0,0
ENSMUSG00000073978,0,0,0,0
ENSMUSG00000073977,1,0,0,0
ENSMUSG00000030966,84,34,95,33
ENSMUSG00000109756,0,20,0,33
ENSMUSG00000073975,0,0,0,0
ENSMUSG00000073974,0,0,0,0
ENSMUSG00000073973,0,0,0,0
ENSMUSG00000073972,0,0,0,0
ENSMUSG00000073971,0,0,0,0
ENSMUSG00000110251,0,0,0,0
ENSMUSG00000073970,0,0,0,0
ENSMUSG00000073969,1,0,1,0
ENSMUSG00000110352,0,0,1,0
ENSMUSG00000073968,186,35,179,52
ENSMUSG00000109618,12,0,2,0
ENSMUSG00000073967,0,0,0,0
ENSMUSG00000070423,0,0,0,1
ENSMUSG00000110376,0,0,0,0
ENSMUSG00000066273,0,0,0,0
ENSMUSG00000066272,0,0,0,0
ENSMUSG00000088888,0,0,0,0
ENSMUSG00000043366,0,0,0,0
ENSMUSG00000110008,0,0,0,0
ENSMUSG00000073966,0,0,0,0
ENSMUSG00000110122,0,0,0,0
ENSMUSG00000110074,0,0,0,0
ENSMUSG00000048469,0,1,0,0
ENSMUSG00000109596,0,0,0,0
ENSMUSG00000060888,0,0,0,0
ENSMUSG00000110152,0,0,0,0
ENSMUSG00000109878,0,0,0,0
ENSMUSG00000073965,0,0,0,0
ENSMUSG00000062142,0,0,0,0
ENSMUSG00000073964,0,0,0,0
ENSMUSG00000043310,0,0,0,0
ENSMUSG00000073963,0,0,0,0
ENSMUSG00000052785,0,0,0,0
ENSMUSG00000045824,0,0,0,0
ENSMUSG00000066269,0,0,0,0
ENSMUSG00000073962,0,0,0,0
ENSMUSG00000043354,0,0,0,0
ENSMUSG00000045792,0,0,0,0
ENSMUSG00000110033,0,0,0,0
ENSMUSG00000110143,0,0,0,0
ENSMUSG00000109845,0,0,0,0
ENSMUSG00000073961,0,0,0,0
ENSMUSG00000073960,0,0,0,0
ENSMUSG00000073959,0,0,0,0
ENSMUSG00000078080,0,0,0,0
ENSMUSG00000066268,0,0,0,0
ENSMUSG00000080891,0,0,0,0
ENSMUSG00000082714,0,6,0,5
ENSMUSG00000084262,0,0,0,0
ENSMUSG00000083254,0,0,0,0
ENSMUSG00000051362,0,0,0,0
ENSMUSG00000084356,0,0,0,0
ENSMUSG00000057461,1,0,0,0
ENSMUSG00000073956,0,0,0,0
ENSMUSG00000073955,0,0,0,0
ENSMUSG00000073954,0,0,0,0
ENSMUSG00000083383,0,0,0,0
ENSMUSG00000057321,0,0,0,0
ENSMUSG00000073953,0,0,0,0
ENSMUSG00000073952,0,0,0,0
ENSMUSG00000073951,0,0,0,0
ENSMUSG00000073950,0,0,0,0
ENSMUSG00000045540,0,0,0,0
ENSMUSG00000109951,0,0,0,0
ENSMUSG00000082739,0,0,0,0
ENSMUSG00000059874,0,0,0,0
ENSMUSG00000058976,0,0,0,0
ENSMUSG00000109659,0,0,0,0
ENSMUSG00000073949,0,0,0,0
ENSMUSG00000081945,0,0,0,0
ENSMUSG00000073948,0,0,0,0
ENSMUSG00000046396,0,0,0,0
ENSMUSG00000045584,0,0,0,0
ENSMUSG00000096584,0,0,0,0
ENSMUSG00000094119,0,0,0,0
ENSMUSG00000078624,0,0,0,0
ENSMUSG00000073947,0,0,0,0
ENSMUSG00000047544,0,0,0,0
ENSMUSG00000073946,0,0,0,0
ENSMUSG00000073945,0,0,0,0
ENSMUSG00000073944,0,0,0,0
ENSMUSG00000045132,0,0,0,0
ENSMUSG00000081315,0,0,0,0
ENSMUSG00000050085,0,0,0,0
ENSMUSG00000099687,0,0,0,0
