Geneid,RAW1,RAW1yuan,RAW2,RAW2yuan,RAW3,RAW3yuan
ENSMUSG00000119311,0,0,0,0,0,0
ENSMUSG00000119606,0,0,0,0,0,0
ENSMUSG00000119080,0,0,0,0,0,0
ENSMUSG00000118836,0,0,0,0,0,0
ENSMUSG00000119121,0,0,0,0,0,0
ENSMUSG00000119560,0,0,0,0,0,0
ENSMUSG00000119097,0,0,0,0,0,0
ENSMUSG00000119294,0,0,0,0,0,0
ENSMUSG00000119160,0,0,0,0,0,0
ENSMUSG00000119387,0,0,0,0,0,0
ENSMUSG00000119285,0,0,0,0,0,0
ENSMUSG00000118688,0,0,0,0,0,0
ENSMUSG00000119506,0,0,0,0,0,0
ENSMUSG00000119816,0,0,0,0,0,0
ENSMUSG00000119751,0,0,0,0,0,0
ENSMUSG00000077645,0,0,0,0,0,0
ENSMUSG00000119878,0,0,0,0,0,0
ENSMUSG00000119298,0,0,0,0,0,0
ENSMUSG00000119786,0,0,0,0,0,0
ENSMUSG00000119394,0,0,0,0,0,0
ENSMUSG00000119295,0,0,0,0,0,0
ENSMUSG00000119073,0,0,0,0,0,0
ENSMUSG00000119386,0,0,0,0,0,0
ENSMUSG00000119753,0,0,0,0,0,0
ENSMUSG00000118886,0,0,0,0,0,0
ENSMUSG00000119800,0,0,0,0,0,0
ENSMUSG00000119831,0,0,0,0,0,0
ENSMUSG00000119665,0,0,0,0,0,0
ENSMUSG00000075726,0,0,0,0,0,0
ENSMUSG00000119357,0,0,0,0,0,0
ENSMUSG00000119105,0,0,0,0,0,0
ENSMUSG00000119316,0,0,0,0,0,0
ENSMUSG00000119578,0,0,0,0,0,0
ENSMUSG00000119777,0,0,0,0,0,0
ENSMUSG00000119576,0,0,0,0,0,0
ENSMUSG00000119778,0,0,0,0,0,0
ENSMUSG00000119864,0,0,0,0,0,0
ENSMUSG00000119528,0,0,0,0,0,0
ENSMUSG00000119847,0,0,0,0,0,0
ENSMUSG00000119336,0,0,0,0,0,0
ENSMUSG00000118877,0,0,0,0,0,0
ENSMUSG00000119397,0,0,0,0,0,0
ENSMUSG00000119410,0,0,0,0,0,0
ENSMUSG00000118902,0,0,0,0,0,0
ENSMUSG00000119682,0,0,0,0,0,0
ENSMUSG00000119475,0,0,0,0,0,0
ENSMUSG00000119405,0,0,0,0,0,0
ENSMUSG00000119296,0,0,0,0,0,0
ENSMUSG00000118787,0,0,0,0,0,0
ENSMUSG00000119331,0,0,0,0,0,0
ENSMUSG00000119072,0,0,0,0,0,0
ENSMUSG00000118873,0,0,0,0,0,0
ENSMUSG00000118676,0,0,0,0,0,0
ENSMUSG00000119860,0,0,0,0,0,0
ENSMUSG00000119057,0,0,0,0,0,0
ENSMUSG00000119530,0,0,0,0,0,0
ENSMUSG00000118888,0,0,0,0,0,0
ENSMUSG00000119477,0,0,0,0,0,0
ENSMUSG00000119322,0,0,0,0,0,0
ENSMUSG00000119244,0,0,0,0,0,0
ENSMUSG00000119271,0,0,0,0,0,0
ENSMUSG00000119897,0,0,0,0,0,0
ENSMUSG00000118861,0,0,0,0,0,0
ENSMUSG00000075968,0,0,0,0,0,0
ENSMUSG00000119927,0,0,0,0,0,0
ENSMUSG00000119539,0,0,0,0,0,0
ENSMUSG00000118976,0,0,0,0,0,0
ENSMUSG00000118755,0,0,0,0,0,0
ENSMUSG00000118732,0,0,0,0,0,0
ENSMUSG00000119088,0,0,0,0,0,0
ENSMUSG00000119350,0,0,0,0,0,0
ENSMUSG00000119724,0,0,0,0,0,0
ENSMUSG00000119020,0,0,0,0,0,0
ENSMUSG00000118674,0,0,0,0,0,0
ENSMUSG00000118788,0,0,0,0,0,0
ENSMUSG00000119359,0,0,0,0,0,0
ENSMUSG00000118810,0,0,0,0,0,0
ENSMUSG00000119647,0,0,0,0,0,0
ENSMUSG00000119375,0,0,0,0,0,0
ENSMUSG00000118911,0,0,0,0,0,0
ENSMUSG00000118832,0,0,0,0,0,0
ENSMUSG00000119225,0,0,0,0,0,0
ENSMUSG00000119101,0,0,0,0,0,0
ENSMUSG00000119617,0,0,0,0,0,0
ENSMUSG00000119929,0,0,0,0,0,0
ENSMUSG00000119250,0,0,0,0,0,0
ENSMUSG00000119740,0,0,0,0,0,0
ENSMUSG00000119428,0,0,0,0,0,0
ENSMUSG00000119463,0,0,0,0,0,0
ENSMUSG00000119279,0,0,0,0,0,0
ENSMUSG00000119505,0,0,0,0,0,0
ENSMUSG00000119905,0,0,0,0,0,0
ENSMUSG00000118716,0,0,0,0,0,0
ENSMUSG00000118955,0,0,0,0,0,0
ENSMUSG00000119710,0,0,0,0,0,0
ENSMUSG00000118720,0,0,0,0,0,0
ENSMUSG00000119694,0,0,0,0,0,0
ENSMUSG00000119148,0,0,0,0,0,0
ENSMUSG00000109575,0,0,0,0,0,0
ENSMUSG00000118963,0,0,0,0,0,0
ENSMUSG00000118899,0,0,0,0,0,0
ENSMUSG00000118926,0,0,0,0,0,0
ENSMUSG00000119922,0,0,0,0,0,0
ENSMUSG00000119201,0,0,0,0,0,0
ENSMUSG00000119568,0,0,0,0,0,0
ENSMUSG00000119696,0,0,0,0,0,0
ENSMUSG00000119374,0,0,0,0,0,0
ENSMUSG00000119327,0,0,0,0,0,0
ENSMUSG00000119269,0,0,0,0,0,0
ENSMUSG00000118975,0,0,0,0,0,0
ENSMUSG00000118997,0,0,0,0,0,0
ENSMUSG00000119239,0,0,0,0,0,0
ENSMUSG00000096231,0,0,0,0,0,0
ENSMUSG00000119603,0,0,0,0,0,0
ENSMUSG00000118978,0,0,0,0,0,0
ENSMUSG00000119819,0,0,0,0,0,0
ENSMUSG00000118737,0,0,0,0,0,0
ENSMUSG00000118856,0,0,0,0,0,0
ENSMUSG00000119764,0,0,0,0,0,0
ENSMUSG00000119570,0,0,0,0,0,0
ENSMUSG00000119885,0,0,0,0,0,0
ENSMUSG00000119373,0,0,0,0,0,0
ENSMUSG00000118996,0,0,0,0,0,0
ENSMUSG00000119497,0,0,0,0,0,0
ENSMUSG00000119769,0,0,0,0,0,0
ENSMUSG00000119371,0,0,0,0,0,0
ENSMUSG00000119490,0,0,0,0,0,0
ENSMUSG00000118983,0,0,0,0,0,0
ENSMUSG00000119913,0,0,0,0,0,0
ENSMUSG00000118680,0,0,0,0,0,0
ENSMUSG00000119130,0,0,0,0,0,0
ENSMUSG00000119823,0,0,0,0,0,0
ENSMUSG00000119047,0,0,0,0,0,0
ENSMUSG00000119689,0,0,0,0,0,0
ENSMUSG00000119347,0,0,0,0,0,0
ENSMUSG00000118981,0,0,0,0,0,0
ENSMUSG00000119055,0,0,0,0,0,0
ENSMUSG00000119504,0,0,0,0,0,0
ENSMUSG00000118730,0,0,0,0,0,0
ENSMUSG00000119553,0,0,0,0,0,0
ENSMUSG00000118916,0,0,0,0,0,0
ENSMUSG00000119234,0,0,0,0,0,0
ENSMUSG00000118879,0,0,0,0,0,0
ENSMUSG00000119095,0,0,0,0,0,0
ENSMUSG00000118761,0,0,0,0,0,0
ENSMUSG00000095349,0,0,0,0,0,0
ENSMUSG00000119091,0,0,0,0,0,0
ENSMUSG00000119173,0,0,0,0,0,0
ENSMUSG00000119841,0,0,0,0,0,0
ENSMUSG00000119157,0,0,0,0,0,0
ENSMUSG00000119197,0,0,0,0,0,0
ENSMUSG00000118984,0,0,0,0,0,0
ENSMUSG00000119219,0,0,0,0,0,0
ENSMUSG00000119170,0,0,0,0,0,0
ENSMUSG00000119254,0,0,0,0,0,0
ENSMUSG00000119367,0,0,0,0,0,0
ENSMUSG00000118696,0,0,0,0,0,0
ENSMUSG00000119352,0,0,0,0,0,0
ENSMUSG00000119637,0,0,0,0,0,0
ENSMUSG00000119143,0,0,0,0,0,0
ENSMUSG00000119186,0,0,0,0,0,0
ENSMUSG00000119722,0,0,0,0,0,0
ENSMUSG00000119700,0,0,0,0,0,0
ENSMUSG00000119282,0,0,0,0,0,0
ENSMUSG00000119415,0,0,0,0,0,0
ENSMUSG00000119326,0,0,0,0,0,0
ENSMUSG00000118760,0,0,0,0,0,0
ENSMUSG00000119119,0,0,0,0,0,0
ENSMUSG00000118941,0,0,0,0,0,0
ENSMUSG00000077772,0,0,0,0,0,0
ENSMUSG00000000948,0,0,0,0,0,0
ENSMUSG00000077191,0,0,0,0,0,0
ENSMUSG00000089375,0,0,0,0,0,0
ENSMUSG00000102252,0,0,0,0,0,0
ENSMUSG00000102627,0,0,0,0,0,0
ENSMUSG00000108937,0,0,0,0,0,1
ENSMUSG00000047370,1233,743,1501,720,1296,813
ENSMUSG00000109451,0,0,0,0,0,0
ENSMUSG00000109220,0,0,0,0,0,0
ENSMUSG00000109447,0,0,0,0,0,0
ENSMUSG00000109222,75,54,76,37,51,46
ENSMUSG00000109533,0,0,0,0,0,0
ENSMUSG00000109121,0,0,0,0,0,0
ENSMUSG00000108867,0,0,0,0,0,0
ENSMUSG00000068151,0,0,0,0,0,0
ENSMUSG00000108917,0,0,0,0,0,0
ENSMUSG00000109006,0,0,0,0,0,0
ENSMUSG00000059585,0,1,1,0,1,2
ENSMUSG00000092847,0,0,0,0,0,0
ENSMUSG00000119641,0,0,0,0,0,0
ENSMUSG00000109394,0,0,3,0,0,1
ENSMUSG00000119499,0,0,0,0,0,0
ENSMUSG00000077869,0,0,0,0,0,0
ENSMUSG00000119021,0,0,0,0,0,0
ENSMUSG00000119456,0,0,0,0,0,0
ENSMUSG00000092921,0,0,0,0,0,0
ENSMUSG00000077107,0,0,0,0,0,0
ENSMUSG00000065568,0,0,0,0,0,0
ENSMUSG00000109465,0,0,0,0,0,0
ENSMUSG00000109321,0,0,0,0,0,0
ENSMUSG00000109178,0,0,0,0,0,0
ENSMUSG00000093187,0,0,0,0,0,0
ENSMUSG00000092850,0,0,0,0,0,0
ENSMUSG00000077194,0,0,0,0,0,0
ENSMUSG00000093108,0,0,0,0,0,0
ENSMUSG00000119672,0,0,0,0,0,0
ENSMUSG00000045813,0,0,0,0,0,0
ENSMUSG00000108986,0,0,0,0,0,0
ENSMUSG00000033585,0,0,0,0,0,0
ENSMUSG00000056972,0,0,0,0,0,0
ENSMUSG00000070527,0,1,1,0,2,2
ENSMUSG00000070526,0,0,2,1,0,1
ENSMUSG00000072460,7,6,3,5,10,10
ENSMUSG00000108928,0,0,0,0,0,0
ENSMUSG00000077683,0,0,0,0,0,0
ENSMUSG00000109204,0,0,0,0,0,0
ENSMUSG00000109344,0,0,0,0,0,0
ENSMUSG00000109289,0,0,0,0,0,0
ENSMUSG00000030525,0,0,0,0,0,0
ENSMUSG00000109057,0,0,0,0,0,0
ENSMUSG00000097682,0,0,0,0,0,0
ENSMUSG00000033510,0,0,0,0,0,0
ENSMUSG00000081788,884,1239,770,1239,872,1354
ENSMUSG00000093751,0,0,0,0,0,0
ENSMUSG00000108421,0,0,0,0,0,0
ENSMUSG00000108700,0,0,0,0,0,0
ENSMUSG00000108629,0,0,0,0,0,0
ENSMUSG00000052040,1537,756,1566,737,1490,809
ENSMUSG00000098708,3,0,8,1,1,2
ENSMUSG00000095061,2,1,5,0,5,1
ENSMUSG00000108418,0,0,0,0,0,0
ENSMUSG00000119389,0,0,0,0,0,0
ENSMUSG00000108313,0,0,0,0,0,0
ENSMUSG00000108393,1,0,1,0,5,0
ENSMUSG00000108469,0,0,0,0,0,0
ENSMUSG00000108620,0,0,0,0,0,0
ENSMUSG00000030523,54,39,47,36,64,33
ENSMUSG00000108645,0,0,0,0,0,0
ENSMUSG00000065585,0,0,0,0,0,0
ENSMUSG00000108770,0,0,0,0,0,0
ENSMUSG00000098910,0,0,0,0,0,0
ENSMUSG00000108422,0,0,3,1,0,0
ENSMUSG00000108472,4,0,1,1,3,0
ENSMUSG00000030522,262,229,252,206,229,254
ENSMUSG00000092187,20,21,19,20,13,19
ENSMUSG00000033458,168,175,154,186,156,168
ENSMUSG00000030521,1084,1180,1035,1475,1134,1534
ENSMUSG00000033429,154,132,186,120,150,132
ENSMUSG00000030519,0,0,2,0,2,0
ENSMUSG00000108384,0,0,0,0,0,0
ENSMUSG00000108721,0,0,0,0,0,0
ENSMUSG00000030518,0,1,0,0,0,0
ENSMUSG00000070520,365,421,353,357,312,422
ENSMUSG00000119852,0,0,0,0,0,0
ENSMUSG00000108745,0,0,0,0,0,0
ENSMUSG00000108445,0,0,0,0,0,0
ENSMUSG00000108587,0,0,0,0,0,0
ENSMUSG00000030516,0,1,0,0,0,1
ENSMUSG00000108338,0,0,0,0,0,0
ENSMUSG00000108541,0,0,0,0,0,0
ENSMUSG00000108533,0,0,0,0,1,0
ENSMUSG00000086232,2,0,0,0,0,0
ENSMUSG00000086662,0,0,0,0,0,0
ENSMUSG00000030515,236,208,200,235,166,239
ENSMUSG00000078681,259,232,203,269,222,271
ENSMUSG00000119335,0,0,0,0,0,0
ENSMUSG00000068480,9,13,5,11,9,11
ENSMUSG00000100094,2,0,1,0,1,1
ENSMUSG00000093405,0,0,0,0,0,0
ENSMUSG00000030513,0,0,0,0,1,0
ENSMUSG00000108793,0,0,0,0,0,0
ENSMUSG00000030512,1057,1317,1001,1490,1122,1612
ENSMUSG00000108777,12,4,2,4,2,6
ENSMUSG00000075701,561,923,536,957,574,1037
ENSMUSG00000032640,1362,1137,1254,1115,1230,1384
ENSMUSG00000097634,0,0,0,0,0,0
ENSMUSG00000065800,0,0,0,0,0,0
ENSMUSG00000108699,0,1,3,0,1,3
ENSMUSG00000108686,0,0,0,0,2,0
ENSMUSG00000015133,792,1026,653,1005,717,989
ENSMUSG00000109119,2,5,2,0,0,9
ENSMUSG00000078677,0,0,0,0,0,0
ENSMUSG00000098353,0,0,0,0,0,0
ENSMUSG00000015134,2,0,5,0,5,0
ENSMUSG00000109114,0,0,0,0,0,0
ENSMUSG00000109330,0,0,0,0,0,0
ENSMUSG00000109039,0,0,0,0,0,0
ENSMUSG00000109249,0,0,0,0,0,0
ENSMUSG00000030509,369,316,345,335,342,347
ENSMUSG00000053091,180,169,173,168,152,168
ENSMUSG00000109133,0,0,0,0,0,0
ENSMUSG00000108846,0,0,0,0,0,0
ENSMUSG00000030510,2,2,2,7,1,4
ENSMUSG00000058145,0,0,0,0,0,0
ENSMUSG00000119939,0,0,0,0,0,0
ENSMUSG00000109079,0,0,0,0,0,0
ENSMUSG00000108873,0,1,1,0,3,1
ENSMUSG00000108833,3,3,3,4,2,4
ENSMUSG00000109273,0,0,0,0,0,0
ENSMUSG00000097527,0,0,0,0,3,0
ENSMUSG00000043831,107,105,135,79,99,89
ENSMUSG00000030557,2704,1754,2563,1780,2572,2062
ENSMUSG00000109539,62,19,81,31,59,36
ENSMUSG00000109363,0,1,1,1,0,0
ENSMUSG00000109329,6,4,7,1,6,5
ENSMUSG00000030556,229,167,206,147,168,159
ENSMUSG00000087926,0,0,0,0,0,0
ENSMUSG00000109342,2,0,0,1,6,0
ENSMUSG00000109558,0,0,0,0,0,0
ENSMUSG00000030555,13,6,15,10,12,5
ENSMUSG00000109115,5,2,2,4,3,0
ENSMUSG00000030554,0,0,2,0,1,1
ENSMUSG00000108871,0,0,0,0,0,0
ENSMUSG00000097981,0,0,0,0,0,0
ENSMUSG00000097697,0,0,0,0,0,0
ENSMUSG00000109464,0,0,0,0,0,0
ENSMUSG00000109193,0,0,0,0,0,0
ENSMUSG00000109152,0,0,0,0,0,0
ENSMUSG00000005533,7,0,2,0,1,0
ENSMUSG00000030553,0,0,0,0,0,0
ENSMUSG00000086628,0,0,0,0,0,0
ENSMUSG00000074071,0,0,0,1,0,0
ENSMUSG00000109453,0,0,0,0,0,0
ENSMUSG00000109096,0,0,0,0,0,0
ENSMUSG00000086410,0,0,0,0,0,0
ENSMUSG00000109458,0,0,0,0,0,0
ENSMUSG00000108924,0,0,0,0,0,0
ENSMUSG00000108828,0,0,0,0,0,0
ENSMUSG00000109298,0,0,0,0,0,0
ENSMUSG00000109375,0,0,0,0,0,0
ENSMUSG00000094854,0,0,0,0,0,0
ENSMUSG00000108876,0,0,0,0,0,0
ENSMUSG00000042659,326,66,357,78,358,64
ENSMUSG00000109407,0,0,0,0,0,0
ENSMUSG00000065940,0,0,0,0,0,0
ENSMUSG00000109524,0,0,0,0,0,0
ENSMUSG00000098017,0,0,0,0,0,0
ENSMUSG00000109400,0,0,0,0,0,0
ENSMUSG00000110028,0,0,0,0,0,0
ENSMUSG00000109153,0,0,0,0,0,0
ENSMUSG00000108885,0,0,0,0,0,0
ENSMUSG00000118803,0,0,0,0,0,0
ENSMUSG00000109412,0,0,0,0,0,0
ENSMUSG00000098246,0,0,0,0,0,0
ENSMUSG00000109373,0,0,0,0,0,0
ENSMUSG00000108821,0,0,0,0,0,0
ENSMUSG00000077166,0,0,0,0,0,0
ENSMUSG00000109097,0,0,0,0,0,0
ENSMUSG00000109280,0,0,0,0,0,0
ENSMUSG00000099387,0,0,0,0,0,0
ENSMUSG00000109361,0,0,0,0,0,0
ENSMUSG00000109364,0,0,0,0,0,0
ENSMUSG00000030551,0,0,2,0,0,0
ENSMUSG00000100005,0,2,0,0,0,1
ENSMUSG00000101559,0,0,0,0,0,0
ENSMUSG00000108869,0,0,0,0,0,0
ENSMUSG00000097991,0,0,0,0,0,0
ENSMUSG00000108899,0,0,0,0,0,0
ENSMUSG00000109028,0,1,0,0,0,0
ENSMUSG00000108836,0,0,0,0,0,0
ENSMUSG00000109021,0,0,0,0,0,0
ENSMUSG00000109018,0,0,0,0,0,0
ENSMUSG00000109294,0,0,0,0,0,0
ENSMUSG00000109532,0,0,0,0,0,2
ENSMUSG00000109454,0,0,0,0,0,0
ENSMUSG00000109003,0,0,0,0,0,0
ENSMUSG00000109161,0,0,0,0,0,0
ENSMUSG00000100664,0,0,0,0,0,0
ENSMUSG00000099853,0,0,0,1,0,0
ENSMUSG00000109548,0,0,0,0,0,0
ENSMUSG00000066697,0,0,0,0,0,0
ENSMUSG00000099558,0,0,0,0,0,0
ENSMUSG00000108978,1,0,5,1,5,1
ENSMUSG00000108972,0,1,0,0,0,0
ENSMUSG00000109388,0,0,0,0,0,0
ENSMUSG00000108982,0,0,0,0,0,0
ENSMUSG00000108669,0,0,0,0,0,0
ENSMUSG00000108480,0,0,0,0,0,0
ENSMUSG00000108800,0,0,0,0,0,0
ENSMUSG00000032776,15,0,12,4,9,1
ENSMUSG00000108427,0,0,0,0,0,0
ENSMUSG00000108493,0,0,0,0,0,0
ENSMUSG00000103673,0,0,0,0,0,0
ENSMUSG00000100138,0,0,0,0,0,0
ENSMUSG00000081895,4353,3257,4163,3392,4032,3406
ENSMUSG00000100670,0,0,0,0,0,0
ENSMUSG00000097530,1483,1480,1359,1564,1463,1615
ENSMUSG00000098195,0,0,0,0,0,0
ENSMUSG00000098035,0,0,1,0,0,0
ENSMUSG00000108329,0,0,0,0,0,0
ENSMUSG00000108383,0,0,0,0,0,0
ENSMUSG00000108345,0,0,0,0,0,0
ENSMUSG00000101843,0,0,0,0,0,0
ENSMUSG00000108778,0,0,0,0,0,0
ENSMUSG00000108513,0,0,0,0,0,0
ENSMUSG00000108530,0,0,0,0,0,0
ENSMUSG00000097756,0,0,0,0,0,0
ENSMUSG00000070509,1,2,0,0,0,0
ENSMUSG00000108678,0,0,0,0,0,0
ENSMUSG00000108601,4,0,3,0,0,2
ENSMUSG00000078671,1388,964,1464,968,1441,1086
ENSMUSG00000108741,0,3,8,0,5,6
ENSMUSG00000108319,0,2,1,0,1,2
ENSMUSG00000108812,1,1,4,0,1,1
ENSMUSG00000108563,36,32,59,39,35,53
ENSMUSG00000101970,333,276,318,278,306,334
ENSMUSG00000108724,2,2,0,0,0,1
ENSMUSG00000108497,0,0,0,0,0,0
ENSMUSG00000108311,0,0,1,0,2,0
ENSMUSG00000065729,0,0,0,0,0,0
ENSMUSG00000108550,0,0,0,0,0,0
ENSMUSG00000108473,0,0,0,0,0,0
ENSMUSG00000108337,0,0,0,0,0,0
ENSMUSG00000108485,0,0,0,0,0,0
ENSMUSG00000108687,0,0,0,0,0,0
ENSMUSG00000091890,0,0,0,0,0,0
ENSMUSG00000078670,0,0,0,0,0,0
ENSMUSG00000108412,0,0,0,0,0,0
ENSMUSG00000074067,0,0,0,0,0,0
ENSMUSG00000108548,0,0,0,0,0,0
ENSMUSG00000108448,0,0,0,0,0,0
ENSMUSG00000105381,0,0,0,0,0,0
ENSMUSG00000025789,0,0,0,0,0,0
ENSMUSG00000108375,0,0,0,0,0,0
ENSMUSG00000102384,0,0,0,0,0,0
ENSMUSG00000108725,0,0,0,0,0,0
ENSMUSG00000025790,0,0,0,0,0,0
ENSMUSG00000085161,0,0,0,0,0,0
ENSMUSG00000108570,0,0,0,0,0,0
ENSMUSG00000108468,0,0,0,0,0,0
ENSMUSG00000108652,0,0,0,0,0,0
ENSMUSG00000108642,0,0,0,0,0,0
ENSMUSG00000108716,0,0,0,0,0,0
ENSMUSG00000108803,0,0,0,0,0,0
ENSMUSG00000053025,0,0,0,0,0,1
ENSMUSG00000097247,0,0,0,0,0,0
ENSMUSG00000069196,0,0,0,0,0,0
ENSMUSG00000108590,0,0,0,0,0,0
ENSMUSG00000066406,2845,2971,3143,2914,2871,3050
ENSMUSG00000108542,4,0,5,0,1,0
ENSMUSG00000108560,0,1,0,0,0,4
ENSMUSG00000108557,0,0,2,0,2,1
ENSMUSG00000108633,0,0,1,2,1,0
ENSMUSG00000097415,1279,1218,1205,1262,1191,1306
ENSMUSG00000097116,0,0,0,0,0,0
ENSMUSG00000055652,537,344,494,336,483,383
ENSMUSG00000108495,0,0,0,0,0,0
ENSMUSG00000118774,0,0,0,0,0,0
ENSMUSG00000108467,0,0,0,0,0,0
ENSMUSG00000119113,0,0,0,0,0,0
ENSMUSG00000025754,0,0,0,0,0,0
ENSMUSG00000098009,139,111,113,106,102,110
ENSMUSG00000108514,0,0,0,0,0,0
ENSMUSG00000108771,0,0,0,0,0,0
ENSMUSG00000108611,0,0,0,0,0,0
ENSMUSG00000108324,0,0,0,0,0,0
ENSMUSG00000064940,0,0,0,0,0,0
ENSMUSG00000059146,0,1,0,0,0,0
ENSMUSG00000108630,0,0,0,0,0,0
ENSMUSG00000108788,0,0,0,0,0,0
ENSMUSG00000108390,0,0,0,0,0,0
ENSMUSG00000052629,0,0,0,0,0,0
ENSMUSG00000030612,391,437,312,503,404,514
ENSMUSG00000108536,5,3,2,2,0,10
ENSMUSG00000030611,304,334,262,341,307,349
ENSMUSG00000108603,2,3,1,0,1,3
ENSMUSG00000030610,226,288,241,286,196,253
ENSMUSG00000108791,0,0,0,0,0,0
ENSMUSG00000108385,0,0,0,0,0,1
ENSMUSG00000065609,0,0,0,0,0,0
ENSMUSG00000030609,1662,2248,1535,2073,1666,2266
ENSMUSG00000039236,374,54,550,54,448,53
ENSMUSG00000108670,2,0,0,0,2,0
ENSMUSG00000097441,0,0,0,0,0,0
ENSMUSG00000030607,0,0,0,0,0,0
ENSMUSG00000030606,2,0,1,0,2,0
ENSMUSG00000030605,3020,1748,3037,1633,2906,1644
ENSMUSG00000108387,0,0,0,0,0,0
ENSMUSG00000039202,1020,881,1020,965,1090,947
ENSMUSG00000108521,1,3,2,5,4,0
ENSMUSG00000108460,4,1,0,0,3,1
ENSMUSG00000039194,1,1,1,1,0,0
ENSMUSG00000039187,370,369,346,349,404,401
ENSMUSG00000082400,0,1,0,0,0,0
ENSMUSG00000039176,1460,1702,1262,1571,1426,1763
ENSMUSG00000108599,1,1,0,1,0,3
ENSMUSG00000097023,0,0,0,0,0,0
ENSMUSG00000093238,0,0,0,0,0,0
ENSMUSG00000102995,0,0,0,0,0,0
ENSMUSG00000103663,0,0,0,0,0,0
ENSMUSG00000103831,0,0,0,0,0,0
ENSMUSG00000108616,0,1,0,0,0,0
ENSMUSG00000108373,0,0,0,0,0,0
ENSMUSG00000108776,0,0,0,0,0,0
ENSMUSG00000030549,0,1,1,1,0,0
ENSMUSG00000108318,0,0,0,0,0,0
ENSMUSG00000046591,624,889,572,831,669,900
ENSMUSG00000050382,141,166,135,156,149,162
ENSMUSG00000039133,3,1,5,0,0,1
ENSMUSG00000030546,6,0,2,1,7,1
ENSMUSG00000030545,159,119,190,120,188,121
ENSMUSG00000108425,26,9,21,8,20,6
ENSMUSG00000039099,6,4,9,0,11,3
ENSMUSG00000108506,262,368,226,390,289,428
ENSMUSG00000030544,0,0,0,0,0,0
ENSMUSG00000030543,2,0,1,0,0,0
ENSMUSG00000039062,293,186,392,204,259,196
ENSMUSG00000108476,0,0,1,0,0,2
ENSMUSG00000063801,630,608,691,560,695,632
ENSMUSG00000097685,2,0,2,0,1,0
ENSMUSG00000097699,7,3,9,2,2,1
ENSMUSG00000108350,13,4,10,10,7,7
ENSMUSG00000039043,122,46,108,51,114,48
ENSMUSG00000048897,2683,3699,2546,3617,2718,3812
ENSMUSG00000108365,36,14,26,9,29,38
ENSMUSG00000108714,40,31,42,28,29,29
ENSMUSG00000108655,29,22,22,20,10,20
ENSMUSG00000030541,1627,1556,1678,1554,1644,1640
ENSMUSG00000108494,3,4,2,4,6,3
ENSMUSG00000108757,0,0,0,0,0,0
ENSMUSG00000030539,562,489,532,449,630,522
ENSMUSG00000108389,3,2,6,3,4,0
ENSMUSG00000030538,547,445,523,434,513,467
ENSMUSG00000050973,252,253,252,244,268,228
ENSMUSG00000082954,1,1,0,0,1,0
ENSMUSG00000045467,5,0,2,2,4,0
ENSMUSG00000047084,343,359,350,379,429,415
ENSMUSG00000030534,362,387,354,302,344,393
ENSMUSG00000038930,153,148,171,177,150,205
ENSMUSG00000038943,1223,1720,1013,1827,1171,1853
ENSMUSG00000030533,1069,1016,1184,989,1177,1038
ENSMUSG00000030532,176,162,207,120,178,142
ENSMUSG00000038886,4246,2835,4478,2580,4021,2721
ENSMUSG00000053158,1122,1018,1257,922,1145,1056
ENSMUSG00000030530,6933,1754,9130,1716,7111,1835
ENSMUSG00000108436,25,2,38,1,32,1
ENSMUSG00000081664,8,3,5,2,6,9
ENSMUSG00000030528,1043,969,996,872,993,953
ENSMUSG00000091989,170,175,166,188,132,189
ENSMUSG00000030527,573,420,516,404,601,458
ENSMUSG00000108643,4,3,7,4,3,0
ENSMUSG00000084821,5,1,11,2,7,1
ENSMUSG00000030536,21465,12789,21281,12783,21537,13668
ENSMUSG00000108321,8,8,17,15,7,6
ENSMUSG00000038797,61,33,72,38,68,25
ENSMUSG00000025722,452,694,410,696,493,695
ENSMUSG00000025723,17,10,10,9,17,10
ENSMUSG00000025724,925,991,941,926,973,956
ENSMUSG00000081372,2,3,6,1,1,3
ENSMUSG00000109390,31,14,38,25,24,30
ENSMUSG00000109367,1,0,1,0,1,0
ENSMUSG00000109008,4,5,7,11,6,17
ENSMUSG00000005621,736,896,710,916,723,962
ENSMUSG00000109302,0,1,0,1,0,0
ENSMUSG00000038763,4,0,6,1,4,5
ENSMUSG00000085194,0,0,0,0,0,0
ENSMUSG00000025726,1,2,1,1,0,0
ENSMUSG00000083820,8,5,6,14,8,15
ENSMUSG00000109323,0,0,0,0,0,0
ENSMUSG00000025584,661,370,609,388,615,397
ENSMUSG00000083774,129,178,121,152,113,147
ENSMUSG00000061787,503,636,489,689,605,733
ENSMUSG00000025586,8,3,17,8,20,6
ENSMUSG00000081747,0,0,0,0,0,0
ENSMUSG00000109401,0,0,0,0,0,0
ENSMUSG00000062444,7,3,6,5,2,3
ENSMUSG00000061877,0,0,0,0,0,0
ENSMUSG00000097277,36,32,48,43,33,33
ENSMUSG00000104618,0,0,0,0,0,0
ENSMUSG00000104453,14,5,8,2,9,13
ENSMUSG00000038663,39,8,34,16,28,12
ENSMUSG00000045795,609,345,586,294,584,382
ENSMUSG00000109428,4,5,8,1,13,3
ENSMUSG00000025813,0,0,0,0,0,0
ENSMUSG00000109194,0,0,0,0,0,0
ENSMUSG00000119008,0,0,0,0,0,0
